id,idvalatvalidation,ref,title,region,subregion,hostcountry,hostcountry2,provincestate,status,type,subtype,methodology,stperiodktco2eyr,ndperiodktco2eyr,rdperiodktco2eyr,yrs,slope,creditstart,expectedaccumulated2012ktco2e,expectedaccumulated2020ktco2e,expectedaccumulated2030ktco2e,validator,hostcountryuse,kcerscp1,kcerscp2,totalissuancekcers,firstissuance,until,expectedkcers,issuancesuccess,issuancedelaymonths,voluntarycancellationskcers,firstverifier,creditbuyer,withdrawncreditbuyer,pddconsultant,firststartcomment,resubmissiondate,formersubmission,nextsubmission,hostloa,regrequest,startdatefor4weekrequestreviewpe,dateofregistration,dateofderegistration,reviewhistory,sdtoolgoldstandardccbprojectnumb,mwel,fulltimehours,gridemissionfactortco2emwh,annualeegwhreduced,forestsizeha,automaticadditionality,supportedbycdmloanscheme,investmentmus,investmentustco2,investmentuskw,annualinvestmentcontribution,irrexclcer,irrbenchmark,irrinclcer,cerpriceustco2,lastcontactwithsecretariatupdate,approvedbyndrckccers,comments,ERPA,firstcountry,firstcompany,Buyer,World Bank,creditbuyer,withdrawncreditbuyer,Yes/No,cerfomular ,cer,treat,energy1triditional2re3both4cemen,projectdeveloper,consulting,trading,sustainabilitysolutions,multiplecountries,buyers,financeexclusivelyenvironmentala,carbontrade,caronornot,buyerstatus1privatelocal2private,sector,industry,subindustry,monty,day,year
CDM04938,8ZZMW1D1LKAVN3VF1HD8BMB4OIYWGU,3041,Sichuan Jialingjiang River Shaxi Hydropower Project,Asia & Pacific,East Asia,China,,Sichuan,Registered,Hydro,Run of river,ACM2,325.3,,,7,0,20-Jun-10,824,3429,6684,JCI,,172,,172,8-Jan-13,13-Dec-12,808,21%,31,,RINA,n.a.,Japan (Sumitomo),Shanghai Yiqing Environmental Technology Co.,18-Mar-09,,,,1-Mar-09,16-Oct-09,23-Apr-10,20-Jun-10,,,,87,3841,,,,,,129.1000061,397,1483.4,#REF!,6,8,8.119999886,10.66,2013m10,,"11,1W/m2",10/14/08,Japan ,Sumitomo,Japan (Sumitomo),,n.a.,,0,10.66,10.66,0,,,,,,,,,,,,,,,10,14,2008
CDM03995,ISH83RUNTQFUMT9BSBIYCSZWZY1VFD,2432,"Jiangxi Luohongkou 8.25MW Hydropower Project, China",Asia & Pacific,East Asia,China,,Jiangxi,Registered,Hydro,New dam,AMS-I.D.,22.1,,,7,0,4-Aug-09,75,252,464,Deloitte-TECO,,74,,74,24-Jun-11,31-Dec-12,75,98%,23,,Deloitte-TECO,Japan (NEDO),,Beijing Pacific Investment Consulting Center,1-Aug-08,,,,1-Jun-08,9-Mar-09,29-May-09,28-Jun-09,,,,8.300000191,2751,,,,,,6.5,295,791.1,#REF!,7.51,10,10.90999985,11,2014m1,,,2/15/08,Japan ,NEDO,Japan (NEDO),,Japan (NEDO),,0,11,11,0,,,,,,,,,,,,,,,2,15,2008
CDM03044,R247LNRRPTPOBYX5WLRT4G1ZIH77IE,2213,"Luoyingkou Hydropower Project in Heping County Guangdong Province, China",Asia & Pacific,East Asia,China,,Guangdong,Registered,Hydro,Run of river,ACM2,49.4,,,7,0,25-Feb-09,190,585,1037,TV-SD,,143,,143,24-Sep-10,31-Dec-12,190,75%,19,,JQA,Japan (Mitsubishi),,Guangzhou CER Environmental Technology Co.,8-Dec-07,,,,1-Jul-08,13-Aug-08,16-Dec-08,25-Feb-09,,Minor Corrections,,18,3252,,,,,,28.10000038,570,1562,#REF!,7.45,10,10.02000046,11.25,2014m5,,826 W/m2,11/20/07,Japan ,Mitsubishi,Japan (Mitsubishi),,Japan (Mitsubishi),,0,11.25,11.25,0,,,,,,,,,,,,,,,11,20,2007
CDM03424,C7FETLKKHSEZRITQOFPJES0E5ERBE1,2302,Taegisan Wind Power Project,Asia & Pacific,East Asia,South Korea,,Gangwon-do,Registered,Wind,Wind,ACM2,59.7,,,10,0,15-May-09,217,597,597,KFQ,South Korea ETS,162,50,212,1-Nov-11,31-Dec-17,515,41%,30,40.6,JACO,Japan (Eurus Energy Holdings),Japan (Eurus Energy Japan),RCC,22-Mar-08,,,,8-Oct-08,19-Nov-08,18-Mar-09,15-May-09,,,,40,2452,,,,,,72.90000153,1221,1821.8,#REF!,2.3,5.23,3.900000095,11.84,2013m4,,,12/26/06,Japan ,Eurus Energy Holdings,Japan (Eurus Energy Holdings),,Japan (Eurus Energy Holdings),Japan (Eurus Energy Japan),0,11.84,11.84,0,,,,,,,,,,,,,,,12,26,2006
CDM03835,FV1ZDYR7N5GKVGN9GCX4X3VQ2BOKQ0,2572,"Wastewater treatment with Anaerobic Digester at Viet Ma starch processing plant in Tay Ninh,Vietnam",Asia & Pacific,Southeast Asia,Vietnam,,Tay Ninh,Registered,Methane avoidance,Waste water,AMS-III.H.+AMS-I.C.,39.8,,,10,0,15-Jul-10,98,398,398,JQA,,30,,30,16-Dec-11,31-Dec-11,58,52%,17,,JQA,Japan (Toshiba),,Toshiba,21-Jun-08,,,,20-Nov-08,12-May-09,17-Jul-09,20-Oct-09,,Correction 1,,,,0.496,,,,,2.299999952,58,,#REF!,1,6.88,19,11.84,2013m2,,,12/8/07,Japan ,Toshiba,Japan (Toshiba),,Japan (Toshiba),,0,11.84,11.84,0,,,,,,,,,,,,,,,12,8,2007
CDM03836,9Q9QPAIX82N8P4SU5MFS127GJ0GHPS,2571,"Wastewater treatment with Anaerobic Digester at Truong Thinh starch processing plant in Tay Ninh, Vietnam.",Asia & Pacific,Southeast Asia,Vietnam,,Tay Ninh,Registered,Methane avoidance,Waste water,AMS-III.H.+AMS-I.C.,42.4,,,10,0,15-Oct-10,136,424,424,JQA,,40,,40,31-Jul-12,31-Dec-11,51,78%,22,,JQA,Japan (Toshiba),,Toshiba,21-Jun-08,,,,20-Nov-08,12-May-09,21-Jul-09,20-Oct-09,,Correction 1,,0,,,,,,,2.400000095,57,,#REF!,1,6.88,16,11.84,2013m1,,,4/27/08,Japan ,Toshiba,Japan (Toshiba),,Japan (Toshiba),,0,11.84,11.84,0,,,,,,,,,,,,,,,4,27,2008
CDM05280,38DSW429WPIHBKM2XCPTPZARXLXASU,4200,Low Temperature Waste Heat Generating Project of Zaozhuang Sunnsy Cement Corporation Limited,Asia & Pacific,East Asia,China,,Shandong,Registered,EE own generation,Cement heat,AMS-III.Q.,37.2,,,10,0,24-Feb-12,69,330,372,TV-SD,,,,,,,,,77,,,Japan (Daiwa securities SMBC),,CDM Center of Excellence,16-Jun-09,,,,1-Feb-09,30-Nov-11,27-Jan-12,24-Feb-12,,,,6,6720,0.9928,,,,,7.900000095,213,1323,,7.67,12,18.54000092,11.84,2012m2,,,8/25/08,Japan ,Daiwa securities SMBC,Japan (Daiwa securities SMBC),,Japan (Daiwa securities SMBC),,0,11.84,11.84,0,,,,,,,,,,,,,,,8,25,2008
CDM05722,TR57WNKC6PQGSEPQAB3ES60ULVCZ1E,4955,Dak Me 1 Hydropower Project in Vietnam,Asia & Pacific,Southeast Asia,Vietnam,,Lam Dong,Registered,Hydro,New dam,AMS-I.D.,10.4,,,7,0,2-Nov-12,2,85,189,DNV,,,,,,,,,69,,,n.a.,Japan (Hokkaido Electric),Hokkaido Electric,22-Oct-09,,,,10-Feb-11,25-Jul-12,28-Sep-12,2-Nov-12,,Request,,4,4748,0.5485,,,,,5.800000191,563,1461.5,,10.23,,13.03999996,11.84,2013m5,,,4/29/09,Japan ,Hokkaido Electric,Japan (Hokkaido Electric),,n.a.,,0,11.84,11.84,0,,,,,,,,,,,,,,,4,29,2009
CDM02109,V68ZLW7U11MMGJU1HB9N2VAXYAX3BQ,1313,MEN-Tangerang 13.6MW Natural Gas Co-generation Project,Asia & Pacific,Southeast Asia,Indonesia,,Banten,Registered,EE supply side,Cogeneration,AM14,42.6,,,7,0,26-Feb-08,209,548,895,TV-SD,,17,,17,24-Mar-09,31-Aug-08,22,79%,13,,SGS,"Japan (Mitsubishi UFJ Securities), United K. (Deutsche Bank)",,Mitsubishi UFJ Securities,19-May-07,,,,19-Jun-07,28-Aug-07,23-Oct-07,26-Feb-08,,Correction 1,,13.60000038,6989,,,,,,12.5,293,919.1,#REF!,10.67,16.75,15.89999962,12,2016m5,,,11/15/06,Japan ,Mitsubishi UFJ Securities,"Japan (Mitsubishi UFJ Securities), United K. (Deutsche Bank)",,"Japan (Mitsubishi UFJ Securities), United K. (Deutsche Bank)",,0,12,12,0,,,,,,,,,,,,,,,11,15,2006
CDM04432,21AUTLGFK935DH2UIE6AWIZKXKXOLB,2596,Fujian Pingnan Jinzaoqiao Hydropower Project,Asia & Pacific,East Asia,China,,Fujian,Registered,Hydro,Run of river,ACM2,138,,,7,0,22-Dec-09,417,1522,2898,JQA,CCER ver.(3),453,,453,4-May-11,27-Dec-12,416,109%,17,,JCI,Japan (Sumitomo),,Shanghai JEC Environmental Consultant Co.,24-Oct-08,,,,1-Oct-08,22-May-09,17-Sep-09,22-Dec-09,,Correction 1,,66,2352,,,,,,55.70000076,404,843.7,#REF!,6.59,8,8.409999847,12.25,2014m8,,"23,74 W/m2",3/3/08,Japan ,Sumitomo,Japan (Sumitomo),,Japan (Sumitomo),,0,12.25,12.25,0,,,,,,,,,,,,,,,3,3,2008
CDM03810,MDUNNYZKL5JN4UBR83MKO0ARHYY51X,2882,"Tao River Haidianxia 60MW Hydropower Project in Gansu Province, China",Asia & Pacific,East Asia,China,,Gansu,Registered,Hydro,New dam,ACM2,220.5,124.4000015,,7,0,27-Dec-09,664,2044,3285,DNV,,465,,465,7-Feb-12,29-Jul-12,571,82%,26,,ERM CVS,n.a.,Japan (Sumitomo),Gansu Huanzhou Information Technology Consulting Co.,8-Sep-06,08-jun-07 & 17-jun-08,CDM02178,,13-Jul-07,4-Aug-09,30-Oct-09,27-Dec-09,,,,60,4379,0.8393,,,,,67.30000305,305,1120.9,#REF!,5.18,8,8.829999924,12.5,2017m5,,32.6W/m2,1/15/07,Japan ,Sumitomo,Japan (Sumitomo),,n.a.,,0,12.5,12.5,0,,,,,,,,,,,,,,,1,15,2007
CDM04554,2TMQAJMJC6ASLY60WGPG53WXU0HI1E,2932,"Tao River Lianlu Cascade II (Xiacheng) 37.5MW Hydropower Project in Gansu Province, China",Asia & Pacific,East Asia,China,,Gansu,Registered,Hydro,Existing dam,ACM2,120.6,65.59999847,,7,0,6-Sep-10,280,1062,1718,JACO,,237,,237,17-Jan-13,29-Dec-12,279,85%,29,,ERM CVS,n.a.,Japan (Sumitomo),Gansu Huanzhou Information Technology Consulting Co.,22-Nov-08,,,,1-Jul-08,8-Sep-09,14-Jan-10,6-Sep-10,,Correction 2,,37.5,3692,,,,,,35.70000076,296,951.3,#REF!,6.03,8,9.409999847,12.5,2014m8,,"66,49W/m2",1/15/08,Japan ,Sumitomo,Japan (Sumitomo),,n.a.,,0,12.5,12.5,0,,,,,,,,,,,,,,,1,15,2008
CDM03392,EHIMR6EOQVKX0087M9XU31Q1OXGKJA,3837,Chengdu Luodai Municipal Solid Waste Incineration Project,Asia & Pacific,East Asia,China,,Sichuan,Registered,Landfill gas,Combustion of MSW,AM25,98,,,7,22.10000038,17-Dec-10,200,985,1966,JQA,,39,,39,15-Apr-13,25-May-12,53,74%,28,,LGAI,Japan (Sumitomo),,Shanghai Weitai Environmental Co.,14-Mar-08,29-Dec-09,CDM10176,,1-Oct-08,15-Jul-10,19-Nov-10,17-Dec-10,,,,24,4889,,,,,,65.80000305,671,2741.9,#REF!,7.1,10,8.710000038,13,2014m6,,,3/4/08,Japan ,Sumitomo,Japan (Sumitomo),,Japan (Sumitomo),,0,13,13,0,,,,,,,,,,,,,,,3,4,2008
CDM04384,EQ0U4SX11G20EIKPRQIDDUFG766BCL,2616,Shimian Danihe Hydropower Project,Asia & Pacific,East Asia,China,,Sichuan,Registered,Hydro,Run of river,AMS-I.D.,24,12.30000019,,7,0,28-Aug-09,80,221,340,JCI,,69,,69,29-May-12,20-Jul-12,69,100%,34,,JCI,Japan (J-TEC),,Shanghai JEC Environmental Consultant Co.,16-Oct-08,,,,1-Oct-08,2-Jun-09,29-Jul-09,28-Aug-09,,,,5,4922,0.9735,,,,,6.699999809,280,1342.6,#REF!,7.95,10,12.10000038,13,2016m10,,,7/15/08,Japan ,J-TEC,Japan (J-TEC),,Japan (J-TEC),,0,13,13,0,,,,,,,,,,,,,,,7,15,2008
CDM04377,I48AJI5ARP3R0FZ6EDGTUGA421KDJV,2592,Sichuan Yonghe Yulong Hydropower Project,Asia & Pacific,East Asia,China,,Sichuan,Registered,Hydro,Run of river,AMS-I.D.,9.1,,,7,0,24-Aug-09,31,104,192,JCI,,21,,21,11-May-12,16-Jun-12,26,80%,33,,JCI,Japan (J-TEC),,Shanghai JEC Environmental Consultant Co.,16-Oct-08,,,,1-Jan-09,25-May-09,25-Jul-09,24-Aug-09,,,,2.099999905,4638,,,,,,2.799999952,309,1367.4,#REF!,7.59,10,11.31000042,13,2013m3,,,7/22/08,Japan ,J-TEC,Japan (J-TEC),,Japan (J-TEC),,0,13,13,0,,,,,,,,,,,,,,,7,22,2008
CDM03686,VOX81HU7L9Z2499SHSK1SQD8641OGS,2498,Shaanxi Provincial Yang County Kafang 12 MW Small-scale Hydro Power Project,Asia & Pacific,East Asia,China,,Shaanxi,Registered,Hydro,Run of river,AMS-I.D.,44.1,,,7,0,6-May-10,117,471,912,JACO,,67,,67,17-Jan-13,20-Dec-11,72,94%,33,,CQC,Japan (PEAR Carbon Offset Initiative),,KOE Environmental Consultancy,21-May-08,,,,1-Jun-08,16-Apr-09,6-May-09,29-Jul-09,,Correction 1,,12,4328,,,,,,13.10000038,297,1094,#REF!,7.1,10,11.17000008,14,2013m1,,,9/10/07,Japan ,PEAR Carbon Offset Initiative,Japan (PEAR Carbon Offset Initiative),,Japan (PEAR Carbon Offset Initiative),,0,14,14,0,,,,,,,,,,,,,,,9,10,2007
CDM04945,Z54OX3SBS7J16EH7MRGUXE46FFLWK5,3609,Sichuan Jialingjiang Xinzheng Hydropower Project,Asia & Pacific,East Asia,China,,Sichuan,Registered,Hydro,Run of river,ACM2,424.7,,,7,0,17-Sep-10,972,4373,8623,JCI,,1106,,1106,19-Sep-11,13-Dec-12,952,116%,12,,Deloitte-TECO,n.a.,Japan (Sumitomo),Shanghai Yiqing Environmental Technology Co.,18-Mar-09,,,,1-Mar-09,2-Apr-10,20-Aug-10,17-Sep-10,,,,108,3933,,,,,,126.9000015,299,1174.9,#REF!,5.26,8,8.899999619,14.21,2013m10,,"11,24W/m2",10/14/08,Japan ,Sumitomo,Japan (Sumitomo),,n.a.,,0,14.21,14.21,0,,,,,,,,,,,,,,,10,14,2008
CDM05382,CB2VSBDSOXR8QNWADWQJ7ZQY32XE9M,3601,Sichuan Jialingjiang River Fengyi Hydropower Project,Asia & Pacific,East Asia,China,,Sichuan,Registered,Hydro,Run of river,ACM2,283.5,,,7,0,15-Jan-12,273,2542,5379,JCI,,268,,268,12-Apr-13,13-Dec-12,259,104%,15,,Deloitte-TECO,n.a.,Japan (Sumitomo),Shanghai Yiqing Environmental Technology Co.,15-Jul-09,,,,1-Jun-09,31-Mar-10,4-Sep-10,19-Oct-10,,Request,,84,3958,,,,,,123.9000015,437,1475,#REF!,6.5,8,8.640000343,14.21,2013m10,,13.11 W/m2,10/14/08,Japan ,Sumitomo,Japan (Sumitomo),,n.a.,,0,14.21,14.21,0,,,,,,,,,,,,,,,10,14,2008
CDM05190,0N19XUJJY1XEDF77G309MAOVCTE7LX,3528,"Gancheng 1st Stage Wind Power Project in Dongfang City Hainan Province, China",Asia & Pacific,East Asia,China,,Hainan,Registered,Wind,Wind,ACM2,89.2,,,7,0,21-Sep-10,203,917,1810,TV-SD,,185,,185,2-Dec-11,31-Dec-12,203,91%,15,,CEC,Japan (Marubeni),,Beijing Jintaijiqiao Digital Technology,26-May-09,,,,1-Feb-09,24-Mar-10,24-Aug-10,21-Sep-10,,,,49.5,2098,0.8589,,,,,69.69999695,781,1407.1,#REF!,6.42,8,9.260000229,14.45,2013m5,,,11/23/08,Japan ,Marubeni,Japan (Marubeni),,Japan (Marubeni),,0,14.45,14.45,0,,,,,,,,,,,,,,,11,23,2008
CDM04551,XTKAEG95JWB82FOXR1GMMCPRAWBVGZ,2931,"Tao River Lianlu Cascade I 66MW Hydropower Project in Gansu Province, China",Asia & Pacific,East Asia,China,,Gansu,Registered,Hydro,Existing dam,ACM2,201.3,109.4000015,,7,0,1-Mar-10,571,1830,2925,JACO,,373,,373,14-Dec-12,29-Dec-12,570,65%,34,,ERM CVS,n.a.,Japan (Sumitomo),Gansu Huanzhou Information Technology Consulting Co.,22-Nov-08,,,,1-Jul-08,26-Aug-09,2-Dec-09,29-Jan-10,,,,66,3502,,,,,,54.59999847,271,827,#REF!,6.56,8,9.829999924,14.8,2014m5,,"97,06W/m2",1/15/08,Japan ,Sumitomo,Japan (Sumitomo),,n.a.,,0,14.8,14.8,0,,,,,,,,,,,,,,,1,15,2008
CDM05117,A4B2DWNOTEE57WKTPQ8Y7D5K1PVOVV,2938,Power Prospect 9.9MW Rice Husk Power Plant,Asia & Pacific,Southeast Asia,Thailand,,Phra Nakhon Sri Ayuthaya,Registered,Biomass energy,Agricultural residues: rice husk,AMS-I.C.,35.4,,,7,0,25-Feb-10,101,384,738,JQA,,34,,34,4-May-12,31-Dec-11,65,52%,27,,JQA,"Japan (Mitsubishi), United K. (EDF Trading)",,Mitsubishi,8-May-09,,CDM02166,,10-Mar-08,31-Aug-09,19-Nov-09,25-Feb-10,,Correction 1,,8.899999619,7884,0.5057,,,,,19.29999924,546,2167.7,#REF!,12.83,15,15.35000038,15,2014m5,,,5/30/06,Japan ,Mitsubishi,"Japan (Mitsubishi), United K. (EDF Trading)",,"Japan (Mitsubishi), United K. (EDF Trading)",,0,15,15,0,,,,,,,,,,,,,,,5,30,2006
CDM07380,P0ZLXYK9ME4S5NFJMM5QWHQQ0OUFI5,5256,"#2 Steam Turbine Retrofit Project of Tianjin Guohua Panshan Power Plant Co., Ltd",Asia & Pacific,East Asia,China,,Tianjin,Registered,EE supply side,Higher efficiency coal power,AM62,92.5,,,8,0,1-Jan-12,92,961,2033,JCI,,,,,,,,,79,,,Japan (Carbon Capital Management),,KOE Environmental Consultancy,22-Jan-11,,,,1-Mar-10,22-Nov-11,13-Jan-12,22-Nov-11,,,,500,5264,0.8705,,,,,13.10000038,142,26.2,,-0.41,8,8.270000458,15.4,2012m2,,,5/15/09,Japan ,Carbon Capital Management,Japan (Carbon Capital Management),,Japan (Carbon Capital Management),,0,15.4,15.4,0,,,,,,,,,,,,,,,5,15,2009
CDM04098,LFIEYK5XRXIKDNQQ37F6C3IG4DQOAD,2601,Fujian Pingnan Liyudang Hydropower Project,Asia & Pacific,East Asia,China,,Fujian,Registered,Hydro,Run of river,AMS-I.D.,20,,,7,0,28-Oct-09,64,224,420,JCI,,,,,,,,,106,,,Japan (Marubeni),,Shanghai JEC Environmental Consultant Co.,28-Aug-08,,,,1-Oct-08,26-May-09,1-Aug-09,28-Oct-09,,Correction 1,,9.600000381,2345,,,,,,7.400000095,371,773.9,,7.49,10,10.13000011,16,2012m6,,320 W/m2,3/28/08,Japan ,Marubeni,Japan (Marubeni),,Japan (Marubeni),,0,16,16,0,,,,,,,,,,,,,,,3,28,2008
CDM02304,QVCYBS4IS7GUKQ1CGD98QLVLO57U13,4605,"Dala River Estuary Hydropower Plant, Diebu County, Gansu Province",Asia & Pacific,East Asia,China,,Gansu,Registered,Hydro,Run of river,ACM2,220.6,,,7,0,2-Nov-11,275,2023,4230,JCI,,,,,,,,,81,,,n.a.,Japan (Mitsubishi),Beijing Changjiang River International Holding,4-Jul-07,29-May-10,CDM09718,,1-Oct-07,19-Apr-11,2-Dec-11,2-Nov-11,,,,52.5,5194,0.834,,,,,63.5,288,1209.3,,6.6,8,10.06999969,8.29,2012m6,,,6/25/07,Japan ,Mitsubishi Corporation,Japan (Mitsubishi),,n.a.,Japan (Mitsubishi),1,8.289999962,8.289999962,0,0,0,0,1,0,0,0,0,0,0,2,Consumer Staples,Distributors - Consumer Staples,Food Products Wholesalers,6,25,2007
CDM02655,OQZYV574OZO3LWSPQ68FB6BIMOVSBR,2166,Fujian Zhouning Houlong 40MW Hydropower Project,Asia & Pacific,East Asia,China,,Fujian,Registered,Hydro,New dam,ACM2,118.1,,,7,0,26-Jan-09,464,1409,2479,TV-SD,,455,,455,12-Jan-11,27-Aug-12,423,107%,24,,BV Cert,Japan (Mitsubishi),,Beijing Ruichi Electric Power Information Technology,14-Sep-07,,,,1-Oct-07,13-Aug-08,29-Nov-08,26-Jan-09,,,,40,3263,0.9047,,,,,38.79999924,329,970.7,#REF!,6.14,8,9.06000042,8.29,2014m5,,"45,3 W/m2",10/15/07,Japan ,Mitsubishi Corporation,Japan (Mitsubishi),,Japan (Mitsubishi),,1,8.289999962,8.289999962,0,0,0,0,1,0,0,0,0,0,0,2,Consumer Staples,Distributors - Consumer Staples,Food Products Wholesalers,10,15,2007
CDM10466,CLZ4YIY0J61P912CKSJLMJGLM5RQ91,8028,Shanxi Linfen Dyestuff Efficiency Improvement Project,Asia & Pacific,East Asia,China,,Shaanxi,Registered,EE industry,Chemicals,AMS-III.B.,54.6,,,10,0,15-Feb-13,0,430,546,JCI,,,,,,,,,65,,,Japan (Tepia),,Shanghai Tepia Environmental Protection Co.,22-Feb-12,,,,1-Jan-12,5-Nov-12,10-Jan-13,15-Feb-13,,Request,,0,,,,,,,4.099999905,75,,,6.47,12,20.95000076,9.47,2013m8,,,6/7/11,Japan ,Tepia,Japan (Tepia),,Japan (Tepia),,1,9.470000267,9.470000267,0,0,0,1,0,0,0,0,0,0,0,2,Consumer Discretionary,Commercial Services,Professional Services,6,7,2011
CDM02477,YIG0TX7JI9SIJ2IHLCQN51YJLQJGWL,1849,"Jinji 25.2 MW Hydropower Project (the Project) in Guangxi Zhuang Autonomous Region, China",Asia & Pacific,East Asia,China,,Guangxi,Registered,Hydro,Run of river,ACM2,65.6,,,7,0,28-Feb-09,252,777,1377,JCI,,205,,205,14-Oct-10,25-Sep-12,234,88%,20,,TV-Nord,Japan (Mitsubishi),,Mitsubishi UFJ Securities,1-Aug-07,,,,1-Mar-08,23-May-08,4-Sep-08,28-Feb-09,,Correction 2,,25.20000076,3151,,,,,,20.89999962,319,831,#REF!,7.1,10,10.01000023,9.47,2014m5,,,4/19/07,Japan ,Mitsubishi Corporation,Japan (Mitsubishi),,Japan (Mitsubishi),,1,9.470000267,9.470000267,0,0,0,0,1,0,0,0,0,0,0,2,Consumer Staples,Distributors - Consumer Staples,Food Products Wholesalers,4,19,2007
CDM02191,3DQBZULGALT7ZVLBHZK22RR4602FGZ,2108,Gansu Datonghe Tiecheng Hydropower Station Project,Asia & Pacific,East Asia,China,,Gansu,Registered,Hydro,Run of river,ACM2,177.3,,,7,0,11-May-09,646,2066,3724,TV-SD,,736,,736,7-Jul-11,28-Sep-12,601,123%,26,,TV-Rhein,Japan (Tokyo Electric),,"CasperVanderTak, Gansu Tonghe Investment Project Consulting",12-Jun-07,,,,22-May-07,12-Aug-08,27-Nov-08,11-May-09,,Correction 1,,51.5,4151,,,,,,42.79999924,241,831.4,#REF!,6.38,8,9.31000042,9.47,2015m12,,,10/5/07,Japan ,The Tokyo Electric Power Company,Japan (Tokyo Electric),,Japan (Tokyo Electric),,1,9.470000267,9.470000267,0,3,0,0,0,0,0,0,0,0,0,1,Utilities,Utilities,Integrated Utilities,10,5,2007
CDM03348,5PTBTFXH3KT5TU5XVEHVBYS22DL702,3419,Hunan Qingxijiang Hydropower Project of China,Asia & Pacific,East Asia,China,,Hunan,Registered,Hydro,Run of river,AMS-I.D.,26.5,,,7,0,30-Jul-10,64,276,542,TV-Rhein,,11,,11,2-Feb-12,24-Jul-11,26,43%,18,,TV-Rhein,Japan (Marubeni),,AGET,3-Mar-08,,,,1-Apr-08,17-Feb-10,2-Jul-10,30-Jul-10,,,,8.399999619,3238,0.9746,,,,,6.900000095,259,817.6,#REF!,8.52,10,13.18999958,9.47,2012m4,,,2/1/08,Japan ,Marubeni,Japan (Marubeni),,Japan (Marubeni),,1,9.470000267,9.470000267,0,0,0,0,1,0,0,0,0,0,0,2,Materials,Chemicals,Chemicals Distribution,2,1,2008
CDM03346,44I7VM890A55U982AXDKY3TE2ZZ346,3240,Mayang County Jiangkou Small-scale Hydropower Project,Asia & Pacific,East Asia,China,,Hunan,Registered,Hydro,New dam,AMS-I.D.,38,,,7,0,29-Sep-11,48,352,732,TV-Rhein,,,,,,,,,82,,,United K. (Carbon Trading Capital),Japan (Marubeni),AGET,3-Mar-08,,,,1-Apr-08,31-Dec-09,1-Sep-11,29-Sep-11,,,,10.5,4144,0.9746,,,,,8.5,224,808.5,,8.58,10,13.03999996,9.47,2014m9,,21 W/m2,2/1/08,Japan ,Marubeni,Japan (Marubeni),,United K. (Carbon Trading Capital),Japan (Marubeni),1,9.470000267,9.470000267,0,0,1,0,1,0,0,0,0,1,1,1,Financials,Asset Management,Investment Companies,2,1,2008
CDM03734,SSEMXJD6L169A486BVDT1I31HCIVAL,3600,Xiaojin County Zhongmachang Hydropower Project,Asia & Pacific,East Asia,China,,Sichuan,Registered,Hydro,Run of river,ACM2,106,,,7,0,18-Sep-10,242,1091,2151,Deloitte-TECO,,,,,,,,,95,,,Japan (Mitsubishi),,Beijing Changjiang River International Holding,30-May-08,,,,1-Dec-08,31-Mar-10,21-Aug-10,18-Sep-10,,,,20,5437,,,,,,27.10000038,256,1356.4,,7.9,10,12.78999996,9.47,2014m5,,,3/21/08,Japan ,Mitsubishi Corporation,Japan (Mitsubishi),,Japan (Mitsubishi),,1,9.470000267,9.470000267,0,0,0,0,1,0,0,0,0,0,0,2,Consumer Staples,Distributors - Consumer Staples,Food Products Wholesalers,3,21,2008
CDM04244,TS6EZ482RN9VINQMYIRQDS2R1B706O,2531,Hubei Dahebian Hydropower Project of China,Asia & Pacific,East Asia,China,,Hubei,Registered,Hydro,Run of river,AMS-I.D.,27.7,,,7,0,1-Sep-09,90,314,581,JCI,,,,,,,,,108,,,Japan (Mitsubishi),,AGET,25-Sep-08,,,,1-Jul-08,20-Apr-09,20-Jun-09,20-Jul-09,,,,10,2841,,,,,,10.30000019,371,1027.2,,7.78,10,10.73999977,9.47,2014m5,,,5/15/08,Japan ,Mitsubishi Corporation,Japan (Mitsubishi),,Japan (Mitsubishi),,1,9.470000267,9.470000267,0,0,0,0,1,0,0,0,0,0,0,2,Consumer Staples,Distributors - Consumer Staples,Food Products Wholesalers,5,15,2008
CDM03764,KM5C9SYFVY6ADDDN39NI7U3G24OUL0,3373,Sichuan Hemu 6MW Hydropower Project,Asia & Pacific,East Asia,China,,Sichuan,Registered,Hydro,Run of river,AMS-I.D.,24.7,,,7,0,3-Nov-10,53,252,499,TV-Nord,,,,,,,,,93,,,Japan (Mitsubishi),,Beijing Ruichi Electric Power Information Technology,6-Jun-08,,,,1-Jun-08,9-Feb-10,6-Oct-10,3-Nov-10,,,,6,3898,,,,,,5.699999809,231,953.8,,4.45,10,10.11999989,9.47,2014m5,,,7/8/08,Japan ,Mitsubishi Corporation,Japan (Mitsubishi),,Japan (Mitsubishi),,1,9.470000267,9.470000267,0,0,0,0,1,0,0,0,0,0,0,2,Consumer Staples,Distributors - Consumer Staples,Food Products Wholesalers,7,8,2008
